FIT Profiler Report
Profile stats for: [LightningModule]LitLatentJacobianODE.configure_callbacks
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.hmac_new}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HMAC' objects}
        1    0.000    0.000    0.000    0.000 connection.py:118(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 connection.py:139(_check_readable)
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 socket.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x1487d9c2b420}
        1    0.000    0.000    0.000    0.000 hmac.py:139(_current)



Profile stats for: [LightningModule]LitLatentJacobianODE.on_after_batch_transfer
         266 function calls in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.001    0.000 contextlib.py:145(__exit__)
       38    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       38    0.000    0.000    0.001    0.000 profiler.py:57(profile)
       38    0.000    0.000    0.001    0.000 advanced.py:81(stop)
       38    0.001    0.000    0.001    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       38    0.000    0.000    0.000    0.000 hooks.py:642(on_after_batch_transfer)
       38    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}



Profile stats for: [Callback]RichModelSummary.on_train_batch_start
         300 function calls in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.001    0.000 contextlib.py:145(__exit__)
       30    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       30    0.000    0.000    0.001    0.000 profiler.py:57(profile)
       30    0.000    0.000    0.001    0.000 advanced.py:81(stop)
       30    0.001    0.000    0.001    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       30    0.000    0.000    0.000    0.000 trainer.py:1271(lightning_module)
       30    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 trainer.py:1218(strategy)
       30    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
       30    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)



Profile stats for: [LightningModule]LitLatentJacobianODE.on_train_batch_start
         210 function calls in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.001    0.000 contextlib.py:145(__exit__)
       30    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       30    0.000    0.000    0.001    0.000 profiler.py:57(profile)
       30    0.000    0.000    0.001    0.000 advanced.py:81(stop)
       30    0.001    0.000    0.001    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       30    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 hooks.py:68(on_train_batch_start)



Profile stats for: [Strategy]SingleDeviceStrategy.on_train_batch_start
         210 function calls in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.001    0.000 contextlib.py:145(__exit__)
       30    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       30    0.000    0.000    0.001    0.000 profiler.py:57(profile)
       30    0.000    0.000    0.001    0.000 advanced.py:81(stop)
       30    0.001    0.000    0.001    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       30    0.000    0.000    0.000    0.000 strategy.py:578(on_train_batch_start)
       30    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}



Profile stats for: run_training_batch
         2784 function calls (2724 primitive calls) in 0.003 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.003    0.000 automatic.py:163(run)
       22    0.000    0.000    0.002    0.000 automatic.py:144(__call__)
       22    0.000    0.000    0.002    0.000 _contextlib.py:120(decorate_context)
       22    0.000    0.000    0.001    0.000 automatic.py:128(closure)
       22    0.000    0.000    0.001    0.000 automatic.py:307(_training_step)
       22    0.000    0.000    0.001    0.000 call.py:312(_call_strategy_hook)
       52    0.000    0.000    0.001    0.000 contextlib.py:136(__enter__)
       52    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       30    0.000    0.000    0.001    0.000 profiler.py:57(profile)
       30    0.000    0.000    0.001    0.000 advanced.py:74(start)
      630    0.001    0.000    0.001    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        8    0.000    0.000    0.001    0.000 automatic.py:245(_optimizer_step)
        8    0.000    0.000    0.001    0.000 call.py:155(_call_lightning_module_hook)
       30    0.000    0.000    0.000    0.000 automatic.py:199(_make_closure)
       30    0.000    0.000    0.000    0.000 module.py:1972(__setattr__)
  172/112    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       38    0.000    0.000    0.000    0.000 fit_loop.py:541(_should_accumulate)
       52    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
       38    0.000    0.000    0.000    0.000 training_epoch_loop.py:447(_should_accumulate)
       30    0.000    0.000    0.000    0.000 automatic.py:117(__init__)
       22    0.000    0.000    0.000    0.000 _contextlib.py:154(clone)
       22    0.000    0.000    0.000    0.000 utilities.py:93(_block_parallel_sync_behavior)
       22    0.000    0.000    0.000    0.000 grad_mode.py:135(__enter__)
       52    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
       30    0.000    0.000    0.000    0.000 parameter.py:21(__instancecheck__)
       60    0.000    0.000    0.000    0.000 trainer.py:1271(lightning_module)
       30    0.000    0.000    0.000    0.000 __init__.py:1498(debug)
       30    0.000    0.000    0.000    0.000 trainer.py:1276(optimizers)
       22    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       22    0.000    0.000    0.000    0.000 _contextlib.py:167(__new__)
       30    0.000    0.000    0.000    0.000 closure.py:41(__init__)
       30    0.000    0.000    0.000    0.000 parameter.py:239(__instancecheck__)
       30    0.000    0.000    0.000    0.000 automatic.py:207(_make_step_fn)
       38    0.000    0.000    0.000    0.000 training_epoch_loop.py:442(_num_ready_batches_reached)
      232    0.000    0.000    0.000    0.000 trainer.py:1218(strategy)
       22    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       82    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       22    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
       30    0.000    0.000    0.000    0.000 automatic.py:230(_make_backward_fn)
       90    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 automatic.py:211(_make_zero_grad_fn)
       22    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
       22    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x14a10e0}
       38    0.000    0.000    0.000    0.000 training_epoch_loop.py:438(_accumulated_batches_reached)
        8    0.000    0.000    0.000    0.000 progress.py:155(increment_ready)
       60    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x1486c4447ec0}
       30    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
       30    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       68    0.000    0.000    0.000    0.000 strategy.py:469(handles_gradient_accumulation)
       38    0.000    0.000    0.000    0.000 trainer.py:1617(num_training_batches)
       60    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
       30    0.000    0.000    0.000    0.000 strategy.py:102(optimizers)
       30    0.000    0.000    0.000    0.000 module.py:299(automatic_optimization)
       22    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        8    0.000    0.000    0.000    0.000 trainer.py:1561(current_epoch)



Profile stats for: [Strategy]SingleDeviceStrategy.training_step
         1583318 function calls (1452645 primitive calls) in 7.089 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.041    0.001    6.843    0.228 latent_jacobian.py:1534(_full_training_step)
       30    0.039    0.001    5.713    0.190 latent_jacobian.py:945(trajectory_model_step)
       30    0.077    0.003    5.357    0.179 jacobianODE.py:458(generate_dynamics)
      900    0.008    0.000    5.070    0.006 odeint.py:34(odeint)
      900    0.481    0.001    4.919    0.005 solvers.py:102(integrate)
60150/6750    0.052    0.000    4.613    0.001 module.py:1775(_wrapped_call_impl)
60150/6750    0.079    0.000    4.584    0.001 module.py:1783(_call_impl)
      900    0.005    0.000    4.386    0.005 fixed_grid.py:27(_step_func)
     3600    0.021    0.000    4.237    0.001 misc.py:180(forward)
     3600    0.002    0.000    4.150    0.001 jacobianODE.py:422(forward)
     3600    0.004    0.000    4.148    0.001 jacobianODE.py:394(f_raw)
     3600    1.240    0.000    4.143    0.001 jacobianODE.py:379(f_unbatched)
      900    0.129    0.000    3.582    0.004 rk_common.py:108(rk4_alt_step_func)
     4200    0.147    0.000    3.416    0.001 jacobianODE.py:141(H)
    29/13    0.000    0.000    3.072    0.236 strategy.py:380(training_step)
     4200    0.129    0.000    1.648    0.000 jacobianODE.py:120(inner_integrand)
     4230    0.006    0.000    0.967    0.000 trapezoid.py:12(get_grid_points)
     4230    0.014    0.000    0.961    0.000 grid_integrator.py:33(get_grid_points)
     4230    0.024    0.000    0.880    0.000 latent_jacobian.py:805(compute_jacobians)
       30    0.001    0.000    0.839    0.028 lightning_base.py:539(loop_closure_model_step)
       30    0.055    0.002    0.836    0.028 lightning_base.py:79(loop_closure)
     4230    0.023    0.000    0.820    0.000 mlp.py:180(forward)
     4230    0.026    0.000    0.671    0.000 grid_integrator.py:193(calculate_grid)
    25470    0.025    0.000    0.647    0.000 linear.py:130(forward)
     4230    0.101    0.000    0.633    0.000 integration_grid.py:28(__init__)
    25470    0.608    0.000    0.608    0.000 {built-in method torch._C._nn.linear}
    33840    0.051    0.000    0.605    0.000 autoray.py:32(do)
     4230    0.008    0.000    0.518    0.000 trapezoid.py:17(integrate_from_pts)
     4230    0.006    0.000    0.511    0.000 grid_integrator.py:51(integrate_from_pts)
     4230    0.010    0.000    0.503    0.000 utils.py:241(wrap)
     4200    0.045    0.000    0.488    0.000 grid_integrator.py:106(calculate_result)
     1380    0.481    0.000    0.481    0.000 {built-in method torch.tensor}
     8460    0.281    0.000    0.445    0.000 utils.py:159(_check_integration_domain)
       30    0.001    0.000    0.299    0.010 lightning_base.py:597(update_alpha_teacher_forcing)
     4170    0.011    0.000    0.297    0.000 jacobianODE.py:183(<lambda>)
     4170    0.009    0.000    0.292    0.000 jacobianODE.py:182(<lambda>)
     4200    0.194    0.000    0.288    0.000 trapezoid.py:37(_apply_composite_rule)
     4170    0.105    0.000    0.280    0.000 paths.py:218(c_prime_line)
     4170    0.199    0.000    0.278    0.000 paths.py:206(c_line)
     4230    0.006    0.000    0.261    0.000 base_integrator.py:95(_check_inputs)
     28/1    0.001    0.000    0.252    0.252 latent_jacobian.py:1504(training_step)
    21120    0.057    0.000    0.246    0.000 autoray.py:1407(translated_function)
        6    0.000    0.000    0.226    0.038 teacher_forcing.py:99(get_alpha_lyap)
        6    0.078    0.013    0.225    0.037 analysis.py:226(compute_lyaps)
     4230    0.010    0.000    0.204    0.000 integration_grid.py:108(_check_inputs)
     4170    0.162    0.000    0.162    0.000 {method 'repeat' of 'torch._C.TensorBase' objects}
    16920    0.008    0.000    0.153    0.000 activation.py:471(forward)
      120    0.001    0.000    0.145    0.001 latent_jacobian.py:372(encode_trajectory)
     4230    0.014    0.000    0.145    0.000 grid_integrator.py:23(f)
    16920    0.015    0.000    0.144    0.000 functional.py:2375(silu)
      120    0.000    0.000    0.144    0.001 coupling_flows.py:1640(encode)
      120    0.003    0.000    0.143    0.001 coupling_flows.py:1588(forward)
     1440    0.005    0.000    0.143    0.000 container.py:248(forward)
      900    0.030    0.000    0.140    0.000 misc.py:200(_check_inputs)
      960    0.014    0.000    0.135    0.000 coupling_flows.py:672(forward)
      270    0.134    0.000    0.134    0.000 {built-in method torch._C._linalg.linalg_qr}
     4230    0.007    0.000    0.131    0.000 utils.py:24(_linspace_with_grads)
    16920    0.127    0.000    0.127    0.000 {built-in method torch._C._nn.silu}
       30    0.001    0.000    0.126    0.004 jacobianODE.py:323(get_deriv_func)
     4230    0.112    0.000    0.112    0.000 {built-in method torch.linspace}
       30    0.001    0.000    0.105    0.004 jacobianODE.py:290(f)
       30    0.040    0.001    0.093    0.003 jacobianODE.py:204(G)
    24870    0.092    0.000    0.092    0.000 {method 'to' of 'torch._C.TensorBase' objects}
    12780    0.087    0.000    0.087    0.000 {built-in method torch.stack}
     4230    0.034    0.000    0.075    0.000 functional.py:176(einsum)
       60    0.000    0.000    0.073    0.001 latent_jacobian.py:409(decode_trajectory)
       60    0.000    0.000    0.073    0.001 coupling_flows.py:1644(decode)
       60    0.002    0.000    0.073    0.001 coupling_flows.py:1614(inverse)
        6    0.072    0.012    0.072    0.012 {built-in method torch._C._linalg.linalg_matrix_exp}
     8460    0.070    0.000    0.070    0.000 {built-in method torch.amin}
    28080    0.065    0.000    0.065    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
      480    0.007    0.000    0.060    0.000 coupling_flows.py:694(inverse)
    33840    0.017    0.000    0.057    0.000 autoray.py:407(_choose_backend)
     4350    0.055    0.000    0.055    0.000 {built-in method torch.sum}
     4572    0.007    0.000    0.054    0.000 _tensor.py:40(wrapped)
     4230    0.004    0.000    0.053    0.000 functional.py:396(meshgrid)
     4230    0.019    0.000    0.050    0.000 functional.py:493(_meshgrid)
     8730    0.048    0.000    0.048    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
     4266    0.003    0.000    0.044    0.000 _tensor.py:1114(__rsub__)
       90    0.003    0.000    0.042    0.000 jacobianODE.py:72(__init__)
     4266    0.041    0.000    0.041    0.000 {built-in method torch.rsub}
     3600    0.040    0.000    0.040    0.000 {method 'abs' of 'torch._C.TensorBase' objects}
       30    0.000    0.000    0.039    0.001 latent_jacobian.py:1183(_reconstruction_loss)
    25380    0.014    0.000    0.039    0.000 autoray.py:102(_default_infer_from_sig)
       60    0.000    0.000    0.037    0.001 jacobianODE.py:19(generate_pw_spline)
       60    0.000    0.000    0.037    0.001 paths.py:109(__init__)
      900    0.024    0.000    0.036    0.000 misc.py:376(_check_timelike)
    76200    0.036    0.000    0.036    0.000 module.py:1955(__getattr__)
     3390    0.035    0.000    0.035    0.000 {built-in method torch.cat}
       60    0.000    0.000    0.033    0.001 paths.py:118(_compute_coeffs)
     4230    0.032    0.000    0.032    0.000 {built-in method torch.einsum}
       60    0.016    0.000    0.032    0.001 paths.py:53(piecewise_cubic_spline_coeffs)
      900    0.030    0.000    0.030    0.000 solvers.py:175(_linear_interp)
     8460    0.013    0.000    0.029    0.000 utils.py:258(_is_compiling)
105017/100037    0.016    0.000    0.026    0.000 {built-in method builtins.len}
    65550    0.026    0.000    0.026    0.000 {built-in method torch._C._get_tracing_state}
    16920    0.021    0.000    0.025    0.000 _logger.py:1305(opt)
     4230    0.024    0.000    0.024    0.000 {built-in method torch.meshgrid}
      900    0.018    0.000    0.024    0.000 misc.py:106(_assert_increasing)
     3636    0.009    0.000    0.023    0.000 module.py:1972(__setattr__)
     2880    0.001    0.000    0.022    0.000 activation.py:812(forward)
      120    0.000    0.000    0.021    0.000 jacobianODE.py:47(<lambda>)
    29610    0.013    0.000    0.021    0.000 _logger.py:2072(debug)
     2880    0.021    0.000    0.021    0.000 {built-in method torch._C._nn.gelu}
53891/47459    0.014    0.000    0.021    0.000 {built-in method builtins.isinstance}
      900    0.002    0.000    0.020    0.000 misc.py:176(__init__)
      120    0.012    0.000    0.020    0.000 paths.py:129(evaluate)
       32    0.000    0.000    0.019    0.001 queues.py:96(get)
     4410    0.019    0.000    0.019    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
       30    0.016    0.001    0.019    0.001 lightning_base.py:29(make_loops)
      934    0.018    0.000    0.018    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
     4230    0.002    0.000    0.018    0.000 autoray.py:1531(einsum_dispatcher)
       32    0.001    0.000    0.018    0.001 reductions.py:539(rebuild_storage_fd)
     2700    0.002    0.000    0.016    0.000 {built-in method builtins.setattr}
    21330    0.016    0.000    0.016    0.000 {method 'type' of 'torch._C.TensorBase' objects}
     1800    0.016    0.000    0.016    0.000 {method 'all' of 'torch._C.TensorBase' objects}
     4230    0.016    0.000    0.016    0.000 {method 'permute' of 'torch._C.TensorBase' objects}
     4230    0.012    0.000    0.015    0.000 autoray.py:334(infer_backend_multi)
      128    0.001    0.000    0.015    0.000 connection.py:208(recv_bytes)
     4230    0.008    0.000    0.014    0.000 utils.py:104(_setup_integration_domain)
       32    0.000    0.000    0.013    0.000 resource_sharer.py:81(get_connection)
    15860    0.007    0.000    0.013    0.000 {built-in method builtins.getattr}
       32    0.000    0.000    0.012    0.000 {built-in method _pickle.loads}
     8460    0.007    0.000    0.012    0.000 _trace.py:1261(is_tracing)
    21120    0.011    0.000    0.011    0.000 {method 'copy' of 'collections.OrderedDict' objects}
       30    0.000    0.000    0.011    0.000 lightning_base.py:1042(get_main_params)
      960    0.010    0.000    0.011    0.000 coupling_flows.py:1073(forward)
    38070    0.011    0.000    0.011    0.000 _logger.py:1931(_log)
     1182    0.011    0.000    0.011    0.000 {built-in method torch.zeros}
     1770    0.000    0.000    0.010    0.000 module.py:2691(named_parameters)
      930    0.009    0.000    0.010    0.000 module.py:483(__init__)
       60    0.003    0.000    0.010    0.000 paths.py:31(_batched_tridiagonal_solve)
       32    0.000    0.000    0.010    0.000 connection.py:510(Client)
     1770    0.002    0.000    0.010    0.000 module.py:2646(_named_members)
    33840    0.010    0.000    0.010    0.000 autoray.py:555(get_lib_fn)
       32    0.000    0.000    0.009    0.000 resource_sharer.py:55(detach)
     3600    0.005    0.000    0.009    0.000 _tensor.py:1187(__len__)
     1800    0.003    0.000    0.009    0.000 _tensor.py:1203(__iter__)
     4230    0.008    0.000    0.008    0.000 {method 'ravel' of 'torch._C.TensorBase' objects}
       30    0.003    0.000    0.008    0.000 latent_jacobian.py:875(_extract_obs_targets)
    33840    0.008    0.000    0.008    0.000 autoray.py:311(infer_backend)
     8550    0.005    0.000    0.007    0.000 _VF.py:27(__getattr__)
      930    0.001    0.000    0.007    0.000 fromnumeric.py:3582(round)
      128    0.001    0.000    0.007    0.000 connection.py:429(_recv_bytes)
      150    0.004    0.000    0.007    0.000 paths.py:122(_find_interval)
      480    0.006    0.000    0.007    0.000 coupling_flows.py:1076(inverse)
      933    0.005    0.000    0.007    0.000 {built-in method torch.empty}
     8460    0.004    0.000    0.007    0.000 _logger.py:2076(info)
    21120    0.007    0.000    0.007    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
      256    0.001    0.000    0.006    0.000 connection.py:390(_recv)
       32    0.000    0.000    0.006    0.000 connection.py:928(deliver_challenge)
    21150    0.006    0.000    0.006    0.000 autoray.py:1497(default_dispatcher)
       60    0.006    0.000    0.006    0.000 {built-in method torch._C._linalg.linalg_solve}
      570    0.006    0.000    0.006    0.000 {method 'item' of 'torch._C.TensorBase' objects}
      930    0.001    0.000    0.006    0.000 fromnumeric.py:48(_wrapfunc)
     4350    0.004    0.000    0.006    0.000 container.py:408(__iter__)
     1740    0.001    0.000    0.006    0.000 container.py:381(__getitem__)
     1020    0.006    0.000    0.006    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
    13651    0.005    0.000    0.006    0.000 {built-in method builtins.hasattr}
14400/2460    0.004    0.000    0.005    0.000 module.py:2837(named_modules)
      150    0.000    0.000    0.005    0.000 dictconfig.py:438(_get_impl)
       32    0.000    0.000    0.005    0.000 connection.py:949(answer_challenge)
     1800    0.005    0.000    0.005    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
     3636    0.003    0.000    0.005    0.000 parameter.py:21(__instancecheck__)
      120    0.003    0.000    0.005    0.000 paths.py:9(_validate_input)
      930    0.005    0.000    0.005    0.000 {method 'round' of 'numpy.generic' objects}
       33    0.000    0.000    0.005    0.000 reductions.py:109(rebuild_tensor)
      256    0.002    0.000    0.005    0.000 {built-in method posix.read}
       30    0.000    0.000    0.005    0.000 grid_integrator.py:149(calculate_result_all)
       30    0.000    0.000    0.005    0.000 jacobianODE.py:48(<lambda>)
       30    0.000    0.000    0.005    0.000 dictconfig.py:561(items)
       32    0.000    0.000    0.004    0.000 connection.py:253(poll)
       30    0.000    0.000    0.004    0.000 dictconfig.py:572(items_ex)
       30    0.003    0.000    0.004    0.000 paths.py:138(derivative)
       60    0.001    0.000    0.004    0.000 metrics.py:61(r2_score)
       32    0.000    0.000    0.004    0.000 reduction.py:186(recv_handle)
     1740    0.002    0.000    0.004    0.000 container.py:366(_get_abs_string_index)
    16920    0.004    0.000    0.004    0.000 _logger.py:236(__init__)
       60    0.001    0.000    0.004    0.000 latent_jacobian.py:771(_weighted_obs_loss)
    26070    0.004    0.000    0.004    0.000 {method 'items' of 'dict' objects}
     8460    0.004    0.000    0.004    0.000 {built-in method torch._C._is_tracing}
       90    0.000    0.000    0.004    0.000 loss.py:622(forward)
       32    0.002    0.000    0.004    0.000 pin_memory.py:26(do_one_step)
       90    0.000    0.000    0.004    0.000 functional.py:3882(mse_loss)
       32    0.000    0.000    0.004    0.000 reduction.py:153(recvfds)
      270    0.004    0.000    0.004    0.000 {built-in method torch.matmul}
    22020    0.003    0.000    0.003    0.000 {method 'values' of 'collections.OrderedDict' objects}
      900    0.002    0.000    0.003    0.000 solvers.py:55(__init__)
    20610    0.003    0.000    0.003    0.000 {built-in method torch._C._has_torch_function_unary}
    12690    0.003    0.000    0.003    0.000 autoray.py:349(<genexpr>)
      540    0.000    0.000    0.003    0.000 contextlib.py:145(__exit__)
     1050    0.001    0.000    0.003    0.000 {built-in method builtins.next}
      120    0.000    0.000    0.003    0.000 dictconfig.py:361(__getitem__)
       33    0.000    0.000    0.003    0.000 connection.py:262(__exit__)
      150    0.000    0.000    0.003    0.000 basecontainer.py:86(_resolve_with_default)
    13122    0.003    0.000    0.003    0.000 {built-in method torch._C._has_torch_function}
      330    0.003    0.000    0.003    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
     3600    0.003    0.000    0.003    0.000 {built-in method torch.is_complex}
      270    0.003    0.000    0.003    0.000 {built-in method torch.diag_embed}
       33    0.000    0.000    0.003    0.000 connection.py:174(close)
       33    0.000    0.000    0.003    0.000 _utils.py:193(_rebuild_tensor)
     9270    0.003    0.000    0.003    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
     1800    0.003    0.000    0.003    0.000 {method 'view' of 'torch._C.TensorBase' objects}
       30    0.002    0.000    0.003    0.000 trapezoid.py:51(_apply_composite_rule_all)
     8460    0.002    0.000    0.002    0.000 {built-in method time.perf_counter}
     2736    0.002    0.000    0.002    0.000 parameter.py:239(__instancecheck__)
       32    0.000    0.000    0.002    0.000 connection.py:439(_poll)
      300    0.002    0.000    0.002    0.000 {method 'pow' of 'torch._C.TensorBase' objects}
      330    0.002    0.000    0.002    0.000 {built-in method torch.zeros_like}
       90    0.002    0.000    0.002    0.000 {built-in method torch._C._nn.mse_loss}
       30    0.000    0.000    0.002    0.000 dictconfig.py:430(get)
       36    0.000    0.000    0.002    0.000 asyncio.py:23(__init__)
     8430    0.002    0.000    0.002    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       32    0.000    0.000    0.002    0.000 connection.py:1134(wait)
       30    0.001    0.000    0.002    0.000 metrics.py:22(mase)
       30    0.000    0.000    0.002    0.000 profiler.py:57(profile)
     4230    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
     4246    0.001    0.000    0.002    0.000 {method 'add' of 'set' objects}
       30    0.000    0.000    0.002    0.000 advanced.py:81(stop)
     7626    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
     6302    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
       32    0.000    0.000    0.002    0.000 connection.py:640(SocketClient)
       30    0.002    0.000    0.002    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       32    0.000    0.000    0.002    0.000 {method 'recvmsg' of '_socket.socket' objects}
       36    0.000    0.000    0.002    0.000 std.py:952(__init__)
       64    0.000    0.000    0.002    0.000 socket.py:221(__init__)
    10433    0.002    0.000    0.002    0.000 {function SharedCache.get at 0x1486c32096c0}
      150    0.000    0.000    0.002    0.000 basecontainer.py:64(_get_child)
       60    0.000    0.000    0.002    0.000 latent_jacobian.py:448(_pad_to_full_dim)
    12690    0.002    0.000    0.002    0.000 {built-in method builtins.chr}
     4980    0.001    0.000    0.002    0.000 container.py:404(__len__)
      930    0.002    0.000    0.002    0.000 {built-in method torch._C._log_api_usage_once}
       60    0.000    0.000    0.002    0.000 fromnumeric.py:3287(prod)
      150    0.002    0.000    0.002    0.000 {built-in method torch.arange}
      360    0.001    0.000    0.002    0.000 _utils.py:508(_is_missing_value)
       32    0.000    0.000    0.002    0.000 selectors.py:385(select)
     1440    0.001    0.000    0.002    0.000 container.py:240(__iter__)
      270    0.002    0.000    0.002    0.000 {built-in method torch.sign}
      150    0.001    0.000    0.001    0.000 {built-in method torch.abs}
      900    0.001    0.000    0.001    0.000 misc.py:110(_assert_floating)
       66    0.000    0.000    0.001    0.000 reductions.py:524(fd_id)
       60    0.000    0.000    0.001    0.000 fromnumeric.py:66(_wrapreduction)
       32    0.000    0.000    0.001    0.000 connection.py:202(send)
      210    0.001    0.000    0.001    0.000 {built-in method torch.mean}
       66    0.000    0.000    0.001    0.000 {built-in method posix.fstat}
      150    0.000    0.000    0.001    0.000 dictconfig.py:455(_get_node)
      270    0.001    0.000    0.001    0.000 {built-in method torch.log}
     5790    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
       33    0.000    0.000    0.001    0.000 pin_memory.py:55(pin_memory)
      150    0.001    0.000    0.001    0.000 {built-in method torch.bucketize}
      150    0.001    0.000    0.001    0.000 {method 'clamp' of 'torch._C.TensorBase' objects}
      150    0.000    0.000    0.001    0.000 base.py:706(_maybe_resolve_interpolation)
      540    0.001    0.000    0.001    0.000 {method 'diagonal' of 'torch._C.TensorBase' objects}
      150    0.001    0.000    0.001    0.000 {built-in method torch.square}
       60    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     4230    0.001    0.000    0.001    0.000 grid_integrator.py:21(_grid_func)
      120    0.001    0.000    0.001    0.000 {built-in method torch.all}
      150    0.001    0.000    0.001    0.000 latent_jacobian.py:438(_split_latent)
       33    0.000    0.000    0.001    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
      150    0.000    0.000    0.001    0.000 _utils.py:541(get_value_kind)
       36    0.000    0.000    0.001    0.000 std.py:663(__new__)
      510    0.000    0.000    0.001    0.000 contextlib.py:303(helper)
     8580    0.001    0.000    0.001    0.000 _jit_internal.py:103(is_scripting)
     1800    0.001    0.000    0.001    0.000 __init__.py:1152(is_tensor)
     3480    0.001    0.000    0.001    0.000 _tensor.py:1225(__hash__)
       32    0.000    0.000    0.001    0.000 connection.py:875(_create_response)
     2430    0.001    0.000    0.001    0.000 module.py:2716(<lambda>)
       30    0.000    0.000    0.001    0.000 jacobianODE.py:413(__init__)
